index plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld isSiPM engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
1268 13 8 10 aOeB 502.320 1450.084 1 4 586.097 1401.750 418.608 1498.450 418.537 1401.727 502.282 1353.377 586.097 1401.750 0.000 0.000 0.000 0.000 2 1.000 1.000 0.178 1.000 0.178 1.000 107 1 False 3 3.600 0 70.894 0 1308100 1308100 0 2 1 1 PP0(CE-)L13/C02_FO_1_1 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_12 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
1231 13 5 6 FM 334.878 870.045 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 2 1.000 4.000 0.669 1.000 0.624 1.000 108 0 False 3 3.600 0 68.948 0 1305060 1305060 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1243 13 6 7 FO 418.603 1015.061 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 2 1.000 4.000 0.507 1.000 0.474 1.000 108 0 True 3 3.600 0 67.589 0 1306070 1306070 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1255 13 7 8 FO 502.323 1160.068 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 2 1.000 3.000 0.395 1.000 0.377 1.000 108 1 False 3 3.600 0 66.587 0 1307080 1307080 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1267 13 8 9 FOe 586.043 1305.076 1 6 669.771 1256.677 669.755 1353.450 586.097 1401.750 502.282 1353.377 502.347 1256.691 586.005 1208.391 669.771 1256.677 2 1.000 3.000 0.322 1.000 0.316 1.000 108 1 False 3 3.600 0 65.818 0 1308090 1308090 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1230 13 5 5 FM 418.600 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.700 418.579 628.400 502.345 676.686 2 1.000 4.000 0.757 1.000 0.698 1.000 109 0 False 3 3.600 0 60.000 0 1305050 1305050 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1242 13 6 6 FM 502.320 870.044 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 2 1.000 4.000 0.606 1.000 0.569 1.000 109 0 True 3 3.600 0 60.000 0 1306060 1306060 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1254 13 7 7 FO 586.045 1015.060 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 2 1.000 3.000 0.451 1.000 0.425 1.000 109 1 False 3 3.600 0 60.000 0 1307070 1307070 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1266 13 8 8 FO 669.765 1160.067 1 6 753.495 1111.691 753.429 1208.377 669.771 1256.677 586.005 1208.391 586.071 1111.705 669.729 1063.405 753.495 1111.691 2 1.000 2.000 0.350 1.000 0.340 1.000 109 1 False 3 3.600 0 60.000 0 1308080 1308080 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1278 13 9 9 aOeB 753.485 1305.074 1 4 837.245 1256.750 669.755 1353.450 669.771 1256.677 753.429 1208.377 837.245 1256.750 0.000 0.000 0.000 0.000 2 1.000 1.000 0.179 1.000 0.179 1.000 109 1 False 3 3.600 0 60.000 0 1309090 1309090 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1221 13 4 7 FM 83.722 1015.050 1 6 167.387 966.723 167.408 1063.359 83.663 1111.709 -0.016 1063.373 -0.037 966.736 83.708 918.386 167.387 966.723 2 1.000 4.000 0.595 1.000 0.559 1.000 110 0 False 3 3.600 0 85.285 0 1304070 1304070 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1233 13 5 8 FO 167.447 1160.066 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 2 1.000 4.000 0.448 1.000 0.423 1.000 110 0 True 3 3.600 0 81.787 0 1305080 1305080 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1245 13 6 9 FO 251.167 1305.073 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 2 1.000 3.000 0.357 1.000 0.346 1.000 110 1 False 3 3.600 0 79.106 0 1306090 1306090 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1257 13 7 10 bOe 334.887 1450.081 2 5 418.608 1498.450 251.134 1498.377 251.113 1401.741 334.858 1353.391 418.537 1401.727 418.608 1498.450 0.000 0.000 2 1.000 3.000 0.264 1.000 0.264 1.000 110 1 False 3 3.600 0 76.996 0 1307100 1307100 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1222 13 4 8 FO -0.001 1160.059 1 6 83.663 1111.709 83.734 1208.432 -0.010 1256.782 -83.739 1208.359 -83.760 1111.723 -0.016 1063.373 83.663 1111.709 2 1.000 4.000 0.460 1.000 0.433 1.000 111 0 True 3 3.600 0 90.000 0 1304080 1304080 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1234 13 5 9 FO 83.724 1305.075 1 6 167.413 1256.768 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 83.734 1208.432 167.413 1256.768 2 1.000 4.000 0.369 1.000 0.356 1.000 111 1 False 3 3.600 0 86.329 0 1305090 1305090 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1246 13 6 10 FOe 167.444 1450.082 1 6 251.113 1401.741 251.134 1498.377 167.390 1546.727 83.711 1498.391 83.690 1401.755 167.434 1353.405 251.113 1401.741 2 1.000 4.000 0.313 1.000 0.308 1.000 111 1 False 3 3.600 0 83.413 0 1306100 1306100 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1223 13 4 9 FO -83.718 1305.076 5 6 -0.010 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.484 1256.709 -83.739 1208.359 -0.010 1256.782 2 1.000 4.000 0.369 1.000 0.356 1.000 112 1 False 3 3.600 0 93.670 0 1304090 1304090 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1224 13 4 10 FOe -167.440 1450.085 5 6 -83.734 1401.768 -83.713 1498.405 -167.458 1546.755 -251.137 1498.418 -251.158 1401.782 -167.413 1353.432 -83.734 1401.768 2 1.000 4.000 0.312 1.000 0.308 1.000 112 0 True 3 3.600 0 96.587 0 1304100 1304100 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1235 13 5 10 bOe 0.002 1450.083 2 5 83.711 1498.391 -83.713 1498.405 -83.734 1401.768 0.011 1353.418 83.690 1401.755 83.711 1498.391 0.000 0.000 2 1.000 4.000 0.273 1.000 0.273 1.000 112 0 False 3 3.600 0 90.000 0 1305100 1305100 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1209 13 3 6 FM 0.002 870.043 5 6 83.687 821.750 83.708 918.386 -0.037 966.736 -83.716 918.400 -83.737 821.764 0.008 773.414 83.687 821.750 2 1.000 4.000 0.717 1.000 0.663 1.000 113 1 False 3 3.600 0 90.000 0 1303060 1303060 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_3 A C PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1210 13 3 7 FM -83.721 1015.051 5 6 -0.037 966.736 -0.016 1063.373 -83.760 1111.723 -167.439 1063.386 -167.460 966.750 -83.716 918.400 -0.037 966.736 2 1.000 4.000 0.597 1.000 0.561 1.000 113 0 True 3 3.600 0 94.715 0 1303070 1303070 0 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_3 A C PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_7 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
1294 14 2 0 gIe 334.880 0.000 3 6 334.900 96.700 316.000 85.800 316.000 -85.800 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 1 0.000 0.000 2.616 3.000 2.616 3.000 0 0 False 6 7.200 0 0.000 1 1402000 1402001 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1305 14 3 0 FI 502.320 0.000 0 6 502.300 -96.700 586.000 -48.300 586.000 48.300 502.300 96.700 418.600 48.300 418.600 -48.300 502.300 -96.700 1 0.000 0.000 1.826 2.000 1.909 2.000 0 0 False 6 7.200 0 0.000 1 1403000 1403001 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1316 14 4 0 FI 669.760 0.000 0 6 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.000 48.300 586.000 -48.300 669.800 -96.700 1 0.000 0.000 1.239 2.000 1.255 2.000 0 0 True 6 7.200 0 0.000 1 1404000 1404001 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1317 14 4 1 FI 586.040 145.010 0 6 586.000 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.300 193.300 502.300 96.700 586.000 48.300 1 0.000 0.000 1.437 2.000 1.458 2.000 1 0 False 6 7.200 0 13.898 1 1404010 1404011 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1328 14 5 1 FI 753.480 145.010 0 6 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.700 669.800 193.300 669.800 96.700 753.500 48.300 1 0.000 0.000 1.080 2.000 1.070 2.000 1 0 False 6 7.200 0 10.894 1 1405010 1405011 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1329 14 5 2 FI 669.760 290.020 1 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 1 0.000 0.000 1.125 2.000 1.123 2.000 1 0 True 6 7.200 0 23.414 1 1405020 1405021 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1295 14 2 1 dIe 251.160 145.010 3 5 251.200 241.700 232.300 230.800 316.000 85.800 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 1 0.000 0.000 1.563 2.000 1.563 2.000 2 0 False 3 3.600 0 30.000 1 1402010 1402011 0 0 2 2 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1307 14 3 2 FI 334.880 290.020 1 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 1 0.000 0.000 2.194 3.000 2.380 3.000 2 0 False 6 7.200 0 40.894 1 1403020 1403021 0 0 2 2 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1319 14 4 3 FI 418.600 435.020 1 6 418.600 338.400 502.300 386.700 502.300 483.400 418.600 531.700 334.900 483.400 334.900 386.700 418.600 338.400 1 0.000 0.000 1.437 2.000 1.458 2.000 2 0 False 6 7.200 0 46.102 1 1404030 1404031 0 0 2 2 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1331 14 5 4 FI 502.320 580.030 1 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 1 0.000 0.000 1.082 2.000 1.072 2.000 2 0 True 6 7.200 0 49.107 1 1405040 1405041 0 0 2 2 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1306 14 3 1 FI 418.600 145.010 1 6 418.600 48.300 502.300 96.700 502.300 193.300 418.600 241.700 334.900 193.300 334.900 96.700 418.600 48.300 1 0.000 0.000 2.194 3.000 2.379 3.000 3 0 False 6 7.200 0 19.107 1 1403010 1403011 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1318 14 4 2 FI 502.320 290.020 1 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 1 0.000 0.000 1.512 2.000 1.537 2.000 3 0 False 6 7.200 0 30.000 1 1404020 1404021 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1330 14 5 3 FI 586.040 435.020 1 6 586.000 338.400 669.800 386.700 669.800 483.400 586.000 531.700 502.300 483.400 502.300 386.700 586.000 338.400 1 0.000 0.000 1.126 2.000 1.123 2.000 3 0 True 6 7.200 0 36.587 1 1405030 1405031 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1343 14 6 5 FM 586.040 725.040 4 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 1 0.000 0.000 0.630 1.000 0.584 1.000 4 1 False 3 3.600 0 51.052 0 1406050 1406050 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1355 14 7 6 FO 669.760 870.050 4 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 1 0.000 0.000 0.474 1.000 0.435 1.000 4 1 False 3 3.600 0 52.411 0 1407060 1407060 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1367 14 8 7 FO 753.480 1015.060 4 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 1 0.000 0.000 0.365 1.000 0.342 1.000 4 0 True 3 3.600 0 53.413 0 1408070 1408070 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1379 14 9 8 FOe 837.200 1160.060 4 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 1 0.000 0.000 0.342 1.000 0.342 1.000 4 0 False 3 3.600 0 54.183 0 1409080 1409080 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1342 14 6 4 FM 669.760 580.030 4 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 1 0.000 0.000 0.659 1.000 0.606 1.000 5 1 False 3 3.600 0 40.893 0 1406040 1406040 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1354 14 7 5 FM 753.480 725.040 4 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 1 0.000 0.000 0.537 1.000 0.497 1.000 5 1 False 3 3.600 0 43.898 0 1407050 1407050 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1366 14 8 6 FO 837.200 870.050 4 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 1 0.000 0.000 0.396 1.000 0.368 1.000 5 0 True 3 3.600 0 46.102 0 1408060 1408060 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1378 14 9 7 FO 920.920 1015.060 4 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 1 0.000 0.000 0.319 1.000 0.305 1.000 5 0 False 3 3.600 0 47.784 0 1409070 1409070 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1387 14 10 8 cOe 1004.640 1160.060 0 3 1004.600 1063.400 920.900 1208.400 920.900 1111.700 1004.600 1063.400 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 5 0 False 3 3.600 0 49.107 0 1410080 1410080 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1341 14 6 3 FM 753.480 435.020 4 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 1 0.000 0.000 0.671 1.000 0.616 1.000 6 1 False 3 3.600 0 30.000 0 1406030 1406030 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1353 14 7 4 FM 837.200 580.030 4 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 1 0.000 0.000 0.566 1.000 0.525 1.000 6 1 False 3 3.600 0 34.715 0 1407040 1407040 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1365 14 8 5 FO 920.920 725.040 4 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 1 0.000 0.000 0.417 1.000 0.385 1.000 6 0 True 3 3.600 0 38.213 0 1408050 1408050 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1377 14 9 6 FO 1004.640 870.050 4 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 1 0.000 0.000 0.335 1.000 0.318 1.000 6 0 False 3 3.600 0 40.894 0 1409060 1409060 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1386 14 10 7 dOeL 1088.370 1015.060 0 5 1088.400 918.400 1130.200 942.600 1046.500 1087.600 1004.600 1063.400 1004.600 966.700 1088.400 918.400 0.000 0.000 1 0.000 0.000 0.174 1.000 0.174 1.000 6 0 False 2 2.400 0 43.004 0 1410070 1410070 0 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_10 None Ap None PPFO(CE-)X5_5 DAQ_1_3
1340 14 6 2 FM 837.200 290.020 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 1 0.000 0.000 0.659 1.000 0.607 1.000 7 0 False 3 3.600 0 19.107 0 1406020 1406020 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1351 14 7 2 FM 1004.640 290.020 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 1 0.000 0.000 0.536 1.000 0.495 1.000 7 0 True 3 3.600 0 16.102 0 1407020 1407020 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1362 14 8 2 FO 1172.090 290.020 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 1 0.000 0.000 0.398 1.000 0.369 1.000 7 1 False 3 3.600 0 13.898 0 1408020 1408020 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1373 14 9 2 FO 1339.530 290.020 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 1 0.000 0.000 0.359 1.000 0.359 1.000 7 1 False 3 3.600 0 12.216 0 1409020 1409020 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1381 14 10 2 cOe 1506.970 290.020 0 3 1507.000 193.300 1423.200 338.400 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 7 1 False 3 3.600 0 10.894 0 1410020 1410020 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1339 14 6 1 FM 920.920 145.010 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 1 0.000 0.000 0.629 1.000 0.583 1.000 8 0 False 3 3.600 0 8.948 0 1406010 1406010 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1350 14 7 1 FO 1088.370 145.010 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 1 0.000 0.000 0.470 1.000 0.431 1.000 8 0 True 3 3.600 0 7.589 0 1407010 1407010 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1361 14 8 1 FO 1255.810 145.010 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 1 0.000 0.000 0.366 1.000 0.343 1.000 8 1 False 3 3.600 0 6.587 0 1408010 1408010 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1372 14 9 1 FOe 1423.250 145.010 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 1 0.000 0.000 0.304 1.000 0.293 1.000 8 1 False 3 3.600 0 5.818 0 1409010 1409010 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
1327 14 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 1 0.000 0.000 0.711 1.000 0.647 1.000 9 0 False 3 3.600 0 0.000 0 1405000 1405000 0 0 1 1 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
